respondent_id,persona_label,age_group,city_tier,business_type,business_age,annual_turnover,decision_authority,adoption_cycle,payment_methods,monthly_payment_vol,cash_flow_crisis_freq,has_credit_card,working_capital_crisis,pays_vendor_pay,pays_gst_tax,pays_rent,pays_utility,pays_salary,pays_saas_sub,pays_insurance,pays_loan_emi,num_payment_types,tried_Razorpay_PayU,tried_BharatPe,tried_Instamojo,tried_Bank_netbanking,tried_NBFC_apps,tried_None,switching_trigger,biggest_concern,fraud_experience,bad_fintech_exp,rbi_importance,digital_comfort,onboarding_pref,vendor_pay_usefulness,settlement_pref,max_fee_tolerance,feat_reconciliation,feat_analytics,feat_virtual_cards,feat_gst_filing,feat_invoice_finance,feat_payroll_bridge,fx_interest,credit_card_limit,saas_budget,gst_importance,accounting_software,tool_CRM,tool_Cloud_storage,tool_HR_payroll,tool_Project_mgmt,tool_Accounting_sw,tool_None,peer_network_size,social_influence_score,pain_point,cash_pressure_months,festival_spike,bc1_fee_tradeoff,bc2_disqualifier,adoption_intent
R0425,P1_TechFounder,46-55,Tier1,Consulting,1-3yr,>5Cr,Owner alone,<1week,NEFT/RTGS,5L-25L,Rarely,No_planning,No_stable,1,1,1,1,1,0,0,0,5,0,0,0,0,1,0,All_in_one,Data_security,Prefer_not_say,Yes_open,5.0,Very_comfortable,Phone_agent,4,T+3,1.5-2pct,4,4,3,5,4,4,Not_applicable,1L-5L,>3000,3,Excel,0,1,1,1,1,0,1-5,5,Card_not_accepted,No_pattern,No_change,Classic_1pct,Yes_need_float,3
R0426,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,<25L,Owner alone,2-4weeks,NEFT/RTGS,5L-25L,Sometimes,Yes_corporate,No_stable,1,0,1,0,1,1,1,0,5,0,1,1,1,1,0,Better_support,No_concerns,Prefer_not_say,No_bad_exp,1.0,Cautious,WhatsApp_chat,4,Next_day,No_fee,5,4,3,5,4,5,Maybe_future,1L-5L,>3000,4,Zoho_QB,0,1,0,1,0,0,6-20,4,Manual_reconciliation,Jul-Sep,No_change,Instant_2.5pct,Probably_yes,1
R0427,P1_TechFounder,18-25,Metro,Other SME,3-7yr,>5Cr,Owner alone,2-4weeks,NEFT/RTGS,>25L,Rarely,Yes_corporate,No_stable,1,1,1,1,0,1,0,0,5,0,1,0,1,0,0,Lower_fee,Data_security,Yes_minor,No_bad_exp,3.0,Very_comfortable,WhatsApp_chat,4,Same_day,2-2.5pct,3,3,5,4,4,4,Maybe_future,5L-15L,500-1500,5,Tally,1,1,0,0,0,0,1-5,5,Card_not_accepted,Jul-Sep,No_change,Instant_2.5pct,No_only_situational,2
R0428,P1_TechFounder,26-35,Metro,Consulting,3-7yr,1Cr-5Cr,CFO,2-4weeks,UPI,5L-25L,Sometimes,Yes_corporate,Ongoing,1,1,0,1,0,1,1,0,5,1,0,0,1,0,0,All_in_one,,No,No_bad_exp,3.0,Comfortable,Phone_agent,4,Same_day,1.5-2pct,5,2,3,5,4,4,No_domestic,1L-5L,1500-3000,4,CA_manages,1,1,0,1,0,1,6-20,3,Manual_reconciliation,Oct-Dec,Yes_slightly,Instant_2.5pct,Maybe,3
R0429,P1_TechFounder,26-35,Metro,IT/Software,1-3yr,1Cr-5Cr,Owner alone,>3months,NEFT/RTGS,>25L,Sometimes,No_no_need,Ongoing,0,0,1,1,1,1,0,1,5,0,1,0,1,0,1,Better_integration,CA_wont_approve,No,No_bad_exp,5.0,Very_comfortable,Phone_agent,2,Same_day,1-1.5pct,5,3,3,5,3,3,No_domestic,>15L,500-1500,3,Busy_Marg,1,1,1,0,0,0,None,4,Manual_reconciliation,Jul-Sep,No_change,Instant_2.5pct,Probably_yes,3
R0430,P1_TechFounder,36-45,Metro,IT/Software,3-7yr,1Cr-5Cr,Owner alone,<1week,Mixed,>25L,Sometimes,Yes_corporate,No_stable,1,1,1,1,0,1,0,0,5,0,0,0,1,0,0,Lower_fee,Platform_shutdown,No,Yes_open,4.0,Very_comfortable,Self_tutorial,4,Lowest_fee,2-2.5pct,4,4,3,5,4,3,Yes_intl_vendors,1L-5L,500-1500,3,Zoho_QB,1,1,0,0,0,0,6-20,4,Card_not_accepted,Consistent,No_change,Instant_2.5pct,Maybe,3
R0431,P1_TechFounder,36-45,Metro,IT/Software,1-3yr,1Cr-5Cr,Owner alone,<1week,NEFT/RTGS,5L-25L,Sometimes,No_planning,Yes_severe,1,1,1,1,0,0,0,0,4,1,1,1,0,0,0,Bank_trust,Data_security,Yes_significant,Yes_open,1.0,Comfortable,WhatsApp_chat,3,Same_day,>2.5pct,5,4,3,4,4,4,Yes_intl_vendors,5L-15L,500-1500,3,Busy_Marg,0,1,1,0,1,0,6-20,4,High_bank_charges,Oct-Dec,Decreases,Instant_2.5pct,No_only_situational,0
R0432,P1_TechFounder,26-35,Metro,IT/Software,1-3yr,>5Cr,With CA,<1week,Credit Card,>25L,Sometimes,Yes_corporate,No_stable,1,1,1,1,0,1,1,0,6,1,0,0,1,1,0,Better_support,No_concerns,No,Yes_open,3.0,Very_comfortable,WhatsApp_chat,5,Same_day,2-2.5pct,4,5,3,5,4,4,Yes_intl_vendors,5L-15L,1500-3000,2,Zoho_QB,1,1,1,0,1,0,6-20,4,High_bank_charges,Consistent,Yes_significant,Instant_2.5pct,Maybe,3
R0433,P1_TechFounder,26-35,Metro,IT/Software,<1yr,1Cr-5Cr,Owner alone,<1week,UPI,5L-25L,Rarely,Yes_personal,No_stable,1,1,1,1,1,1,0,0,6,0,0,0,1,0,0,Bank_trust,Data_security,No,No_bad_exp,5.0,Comfortable,Self_tutorial,4,Same_day,1.5-2pct,4,4,4,5,4,4,Yes_intl_vendors,5L-15L,500-1500,3,CA_manages,1,1,1,1,0,0,6-20,4,High_bank_charges,Consistent,No_change,Classic_1pct,No_only_situational,3
R0434,P1_TechFounder,36-45,Tier2,IT/Software,7+yr,>5Cr,CFO,1-3months,UPI,1L-5L,Rarely,Yes_personal,Yes_manageable,1,1,1,0,0,1,0,0,4,1,1,0,1,0,0,Better_integration,Hidden_charges,Yes_minor,No_bad_exp,3.0,Very_comfortable,WhatsApp_chat,5,Next_day,>2.5pct,5,5,2,5,4,5,No_domestic,No_card,<500,3,Excel,1,1,0,0,0,0,1-5,4,Card_not_accepted,Jul-Sep,Yes_slightly,Classic_1pct,Maybe,3
R0435,P1_TechFounder,46-55,Metro,IT/Software,3-7yr,>5Cr,Owner alone,<1week,Cash,1L-5L,Sometimes,Yes_corporate,No_stable,1,0,1,1,0,1,0,0,4,0,1,0,1,0,1,Better_support,Hidden_charges,Yes_significant,No_bad_exp,5.0,Very_comfortable,WhatsApp_chat,5,Same_day,<1pct,5,4,4,4,2,5,Maybe_future,No_card,500-1500,4,Excel,1,1,1,1,1,0,20+,2,Manual_reconciliation,Jan-Mar,Yes_significant,Instant_2.5pct,Probably_yes,3
R0436,P1_TechFounder,26-35,Metro,IT/Software,<1yr,>5Cr,Owner alone,>3months,NEFT/RTGS,5L-25L,Frequently,Yes_corporate,Ongoing,1,1,1,1,1,1,0,1,7,1,0,0,1,1,0,Bank_trust,Not_RBI_regulated,Yes_minor,No_bad_exp,4.0,Very_comfortable,Self_tutorial,3,Next_day,No_fee,4,4,4,4,4,3,Maybe_future,<1L,>3000,2,CA_manages,0,1,0,0,0,0,1-5,5,High_bank_charges,Oct-Dec,No_change,Instant_2.5pct,Yes_need_float,3
R0437,P1_TechFounder,46-55,Tier3,Other SME,7+yr,>5Cr,CFO,1-3months,Mixed,5L-25L,Never,Yes_corporate,Yes_manageable,1,1,0,1,1,1,0,1,6,0,0,0,1,0,0,Lower_fee,Not_RBI_regulated,Yes_minor,No_bad_exp,5.0,Cautious,Self_tutorial,3,T+3,1-1.5pct,5,4,3,4,4,4,No_domestic,5L-15L,500-1500,3,Zoho_QB,1,1,0,0,0,0,6-20,4,Cashflow_timing,Jan-Mar,No_change,Instant_2.5pct,Yes_need_float,0
R0438,P1_TechFounder,26-35,Tier3,IT/Software,3-7yr,>5Cr,With CA,2-4weeks,UPI,5L-25L,Never,Yes_personal,Yes_severe,1,1,1,0,1,0,0,0,4,1,0,1,1,0,0,Better_integration,Hidden_charges,No,No_bad_exp,5.0,Not_comfortable,Self_tutorial,1,Lowest_fee,1.5-2pct,5,4,5,5,3,3,Not_applicable,5L-15L,500-1500,1,Zoho_QB,0,1,0,1,0,1,6-20,4,Manual_reconciliation,No_pattern,Yes_slightly,Instant_2.5pct,Yes_need_float,3
R0439,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,>5Cr,Owner alone,<1week,Credit Card,1L-5L,Sometimes,Yes_corporate,Yes_manageable,1,1,1,0,0,1,0,0,4,0,0,0,1,1,0,Lower_fee,Not_RBI_regulated,No,No_bad_exp,2.0,Comfortable,WhatsApp_chat,4,Same_day,>2.5pct,4,4,5,3,3,4,Yes_intl_vendors,5L-15L,1500-3000,3,CA_manages,0,1,0,1,0,0,1-5,5,GST_complex,Jan-Mar,Yes_significant,Instant_2.5pct,Probably_yes,3
R0440,P1_TechFounder,26-35,Tier3,IT/Software,3-7yr,1Cr-5Cr,Owner alone,1-3months,UPI,>25L,Never,No_planning,Ongoing,1,0,0,0,1,0,1,1,4,1,0,1,1,0,0,Better_integration,Not_RBI_regulated,No,Yes_very_cautious,3.0,Very_comfortable,Phone_agent,3,Next_day,2-2.5pct,4,4,3,4,4,4,No_domestic,>15L,500-1500,3,Excel,0,1,0,1,0,0,1-5,4,High_bank_charges,Oct-Dec,No_change,Instant_2.5pct,Yes_need_float,2
R0441,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,1Cr-5Cr,Owner alone,2-4weeks,NEFT/RTGS,>25L,Never,Yes_personal,Ongoing,1,1,1,1,1,0,1,1,7,1,0,0,0,0,1,Better_integration,Hidden_charges,No,Yes_open,5.0,Very_comfortable,WhatsApp_chat,1,T+3,>2.5pct,5,3,4,5,4,3,No_domestic,5L-15L,<500,5,Busy_Marg,1,1,1,1,1,0,None,4,High_bank_charges,Apr-Jun,No_change,Classic_1pct,Maybe,2
R0442,P1_TechFounder,36-45,Metro,IT/Software,1-3yr,1Cr-5Cr,Owner alone,<1week,Credit Card,5L-25L,Never,Yes_corporate,No_stable,1,1,0,1,1,1,1,0,6,1,0,0,1,0,0,All_in_one,Not_RBI_regulated,No,No_bad_exp,3.0,Very_comfortable,Self_tutorial,4,Same_day,2-2.5pct,4,5,4,3,3,4,Yes_intl_vendors,5L-15L,<500,5,Zoho_QB,1,1,1,1,1,0,None,3,Manual_reconciliation,Apr-Jun,No_change,Classic_1pct,Maybe,3
R0443,P1_TechFounder,46-55,Metro,IT/Software,1-3yr,1Cr-5Cr,Owner alone,<1week,NEFT/RTGS,5L-25L,Frequently,Yes_corporate,Yes_severe,1,1,1,1,0,0,0,0,4,1,1,0,1,1,0,Better_integration,CA_wont_approve,No,Yes_open,4.0,Very_comfortable,Self_tutorial,5,Next_day,1-1.5pct,5,5,3,3,3,4,No_domestic,<1L,<500,2,Zoho_QB,0,1,1,0,1,0,None,1,Manual_reconciliation,Jan-Mar,Yes_slightly,Classic_1pct,Yes_need_float,3
R0444,P1_TechFounder,36-45,Metro,Consulting,1-3yr,25L-1Cr,CFO,2-4weeks,Mixed,>25L,Never,Yes_corporate,Yes_manageable,1,0,1,1,1,0,0,1,5,1,0,1,0,0,0,Better_integration,Not_RBI_regulated,Yes_minor,No_bad_exp,4.0,Very_comfortable,Self_tutorial,1,Same_day,2-2.5pct,2,4,4,5,3,3,No_domestic,5L-15L,<500,4,Zoho_QB,0,0,0,0,1,0,6-20,4,Card_not_accepted,Consistent,Yes_slightly,Instant_2.5pct,Maybe,3
R0445,P1_TechFounder,36-45,Metro,Consulting,3-7yr,25L-1Cr,With CA,<1week,UPI,5L-25L,Rarely,Yes_corporate,Yes_manageable,1,1,1,0,0,0,0,0,3,1,1,0,1,0,0,Lower_fee,No_concerns,No,No_bad_exp,4.0,Very_comfortable,Self_tutorial,3,Same_day,1.5-2pct,5,4,4,5,3,4,No_domestic,>15L,500-1500,4,Tally,0,1,1,0,0,0,6-20,4,GST_complex,No_pattern,No_change,Classic_1pct,Maybe,2
R0446,P1_TechFounder,26-35,Tier2,Consulting,3-7yr,1Cr-5Cr,Owner alone,<1week,UPI,5L-25L,Rarely,No_planning,Yes_manageable,1,1,0,0,1,0,0,1,4,0,1,0,0,0,0,Better_integration,Data_security,No,Yes_open,3.0,Comfortable,Phone_agent,2,Same_day,1.5-2pct,4,3,5,3,3,5,No_domestic,1L-5L,>3000,3,Excel,1,1,0,0,0,0,6-20,4,GST_complex,Consistent,No_change,Classic_1pct,Maybe,1
R0447,P1_TechFounder,26-35,Tier1,Consulting,1-3yr,>5Cr,Owner alone,2-4weeks,UPI,>25L,Rarely,Yes_personal,Yes_manageable,1,0,1,0,0,1,0,1,4,1,0,0,1,1,0,Better_support,Not_RBI_regulated,No,Yes_very_cautious,3.0,Very_comfortable,WhatsApp_chat,3,T+3,1.5-2pct,3,4,3,4,3,5,Yes_intl_vendors,<1L,500-1500,3,Zoho_QB,1,1,0,1,0,0,20+,3,GST_complex,Consistent,Yes_slightly,Instant_2.5pct,No_only_situational,2
R0448,P1_TechFounder,26-35,Tier1,IT/Software,1-3yr,1Cr-5Cr,Owner alone,1-3months,UPI,>25L,Rarely,Yes_personal,Yes_manageable,1,0,1,0,1,1,1,0,5,1,0,0,1,0,0,All_in_one,Not_RBI_regulated,Yes_minor,No_bad_exp,4.0,Comfortable,Inperson_visit,5,Same_day,2-2.5pct,4,4,3,3,3,4,Maybe_future,>15L,1500-3000,3,Zoho_QB,1,0,0,0,1,1,6-20,4,Card_not_accepted,Oct-Dec,No_change,Classic_1pct,Yes_need_float,3
R0449,P1_TechFounder,26-35,Tier1,IT/Software,<1yr,25L-1Cr,Owner alone,<1week,Credit Card,1L-5L,Rarely,Yes_corporate,No_stable,1,1,1,0,1,1,1,1,7,1,1,0,1,1,0,Bank_trust,CA_wont_approve,No,No_bad_exp,5.0,Cautious,Phone_agent,4,Same_day,1.5-2pct,5,3,5,3,4,3,Yes_intl_vendors,>15L,1500-3000,4,Tally,1,0,1,1,1,0,1-5,4,Manual_reconciliation,Jan-Mar,No_change,Instant_2.5pct,Maybe,1
R0450,P1_TechFounder,26-35,Metro,Consulting,1-3yr,<25L,Partner,<1week,Credit Card,>25L,Sometimes,Yes_corporate,Yes_manageable,0,1,1,1,0,1,1,0,5,1,1,0,1,0,0,Better_integration,Hidden_charges,Prefer_not_say,No_bad_exp,2.0,Comfortable,Self_tutorial,3,Same_day,<1pct,3,3,4,4,3,4,Not_applicable,1L-5L,500-1500,3,Excel,1,1,1,0,1,0,6-20,5,Manual_reconciliation,Apr-Jun,No_change,Instant_2.5pct,Probably_yes,3
R0451,P1_TechFounder,36-45,Tier3,IT/Software,1-3yr,>5Cr,Board,<1week,Credit Card,>25L,Rarely,Yes_corporate,Yes_severe,1,0,0,1,1,1,0,0,4,1,0,1,1,0,1,Better_integration,Not_RBI_regulated,No,No_bad_exp,4.0,Comfortable,Self_tutorial,4,Same_day,>2.5pct,5,4,3,4,3,3,Yes_intl_vendors,5L-15L,500-1500,4,Tally,1,1,1,1,1,0,6-20,4,Card_not_accepted,Jan-Mar,Yes_slightly,Instant_2.5pct,Probably_yes,2
R0452,P1_TechFounder,26-35,Metro,Consulting,7+yr,25L-1Cr,With CA,<1week,Mixed,1L-5L,Rarely,Yes_corporate,No_stable,0,1,1,1,1,1,0,0,5,1,1,0,1,0,0,Lower_fee,,Yes_minor,No_exp,2.0,Comfortable,Self_tutorial,4,Same_day,2-2.5pct,4,5,4,3,4,3,Yes_intl_vendors,5L-15L,500-1500,2,Excel,1,1,1,1,1,0,6-20,2,GST_complex,Apr-Jun,No_change,Instant_2.5pct,Maybe,3
R0453,P1_TechFounder,26-35,Tier1,IT/Software,1-3yr,25L-1Cr,Owner alone,2-4weeks,Mixed,5L-25L,Rarely,No_planning,No_stable,1,1,1,0,1,1,0,0,5,0,0,0,1,0,0,Better_support,No_concerns,No,Yes_open,5.0,Comfortable,Inperson_visit,3,Same_day,1.5-2pct,3,4,4,3,5,4,Yes_intl_vendors,5L-15L,Nothing,4,Zoho_QB,0,1,1,1,0,1,1-5,5,High_bank_charges,Oct-Dec,Yes_slightly,Classic_1pct,Yes_need_float,2
R0454,P1_TechFounder,26-35,Metro,Other SME,3-7yr,1Cr-5Cr,CFO,<1week,NEFT/RTGS,5L-25L,Sometimes,Yes_personal,Yes_severe,1,1,1,1,1,1,1,0,7,0,0,0,0,0,0,NA,Platform_shutdown,Yes_minor,No_bad_exp,3.0,Very_comfortable,Self_tutorial,4,Same_day,>2.5pct,4,4,4,3,3,3,Maybe_future,1L-5L,500-1500,4,CA_manages,0,1,1,0,0,0,20+,5,Manual_reconciliation,Jul-Sep,Yes_slightly,Instant_2.5pct,Yes_need_float,3
R0455,P1_TechFounder,36-45,Metro,Other SME,3-7yr,1Cr-5Cr,With CA,<1week,Cheque,5L-25L,Sometimes,Yes_corporate,Yes_manageable,1,0,1,0,1,1,0,0,4,0,0,0,1,0,0,All_in_one,No_concerns,No,No_bad_exp,3.0,Very_comfortable,WhatsApp_chat,3,Next_day,>2.5pct,3,5,2,3,3,4,Maybe_future,No_card,1500-3000,2,Zoho_QB,0,1,0,1,1,0,6-20,4,Cashflow_timing,Jan-Mar,Decreases,Instant_2.5pct,Yes_need_float,3
R0456,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,1Cr-5Cr,CFO,<1week,Credit Card,1L-5L,Rarely,Yes_personal,Yes_manageable,1,1,1,1,0,1,0,1,6,1,1,1,1,0,0,Better_integration,No_concerns,No,Yes_open,3.0,Very_comfortable,Self_tutorial,4,Next_day,2-2.5pct,5,5,4,4,2,4,Yes_intl_vendors,5L-15L,500-1500,5,Zoho_QB,0,1,1,1,1,0,,4,Manual_reconciliation,Apr-Jun,Decreases,Instant_2.5pct,Yes_need_float,2
R0457,P1_TechFounder,36-45,Metro,IT/Software,3-7yr,>5Cr,Owner alone,<1week,NEFT/RTGS,5L-25L,Rarely,Yes_personal,Ongoing,1,1,1,1,1,1,0,0,6,0,0,0,1,0,0,Bank_trust,Hidden_charges,Yes_minor,No_bad_exp,3.0,Comfortable,WhatsApp_chat,4,Same_day,1.5-2pct,3,5,3,5,2,5,No_domestic,5L-15L,500-1500,5,Zoho_QB,1,1,0,0,0,0,1-5,2,Manual_reconciliation,Consistent,Decreases,Instant_2.5pct,Maybe,3
R0458,P1_TechFounder,18-25,Metro,Consulting,1-3yr,>5Cr,Owner alone,<1week,NEFT/RTGS,>25L,Rarely,Yes_personal,Ongoing,1,0,1,0,1,1,0,0,4,1,0,0,1,1,0,All_in_one,CA_wont_approve,No,No_bad_exp,2.0,Comfortable,Phone_agent,5,Same_day,>2.5pct,5,4,5,4,4,3,Maybe_future,5L-15L,1500-3000,5,Excel,1,0,1,0,0,0,20+,5,Card_not_accepted,Apr-Jun,Yes_slightly,Classic_1pct,Yes_need_float,3
R0459,P1_TechFounder,26-35,Metro,IT/Software,1-3yr,>5Cr,Owner alone,2-4weeks,NEFT/RTGS,>25L,Rarely,Yes_personal,Yes_manageable,1,1,1,1,1,1,0,1,7,1,1,1,1,0,1,Bank_trust,No_concerns,Prefer_not_say,No_bad_exp,3.0,Very_comfortable,Phone_agent,2,Same_day,2-2.5pct,5,4,4,5,3,4,No_domestic,5L-15L,1500-3000,2,Excel,0,1,1,1,1,0,,4,Card_not_accepted,Oct-Dec,Yes_slightly,Instant_2.5pct,Maybe,3
R0460,P1_TechFounder,18-25,Metro,IT/Software,1-3yr,25L-1Cr,With CA,1-3months,NEFT/RTGS,5L-25L,Rarely,Yes_personal,No_stable,0,1,1,1,1,1,1,0,6,1,0,0,1,0,0,Better_integration,Hidden_charges,No,No_bad_exp,3.0,Cautious,Phone_agent,4,Same_day,1.5-2pct,5,2,4,4,3,3,No_domestic,5L-15L,500-1500,5,Excel,0,0,0,1,1,0,6-20,5,Card_not_accepted,No_pattern,Yes_slightly,Classic_1pct,Probably_yes,3
R0461,P1_TechFounder,36-45,Metro,IT/Software,7+yr,<25L,Owner alone,2-4weeks,UPI,>25L,Sometimes,No_planning,Yes_manageable,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,Better_integration,No_concerns,Yes_minor,No_bad_exp,3.0,Comfortable,WhatsApp_chat,5,Same_day,1.5-2pct,4,5,4,3,3,4,Yes_intl_vendors,>15L,500-1500,1,Zoho_QB,0,1,0,0,1,0,1-5,3,High_bank_charges,Oct-Dec,Yes_slightly,Instant_2.5pct,Probably_yes,2
R0462,P1_TechFounder,36-45,Metro,IT/Software,1-3yr,1Cr-5Cr,Owner alone,<1week,UPI,5L-25L,Sometimes,Yes_personal,Yes_manageable,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,Better_support,No_concerns,No,No_bad_exp,1.0,Cautious,Self_tutorial,5,Same_day,2-2.5pct,5,5,5,3,2,4,No_domestic,1L-5L,1500-3000,1,Zoho_QB,1,1,0,0,0,0,6-20,4,Manual_reconciliation,Jan-Mar,Yes_slightly,Classic_1pct,Probably_yes,2
R0463,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,1Cr-5Cr,With CA,2-4weeks,Cash,>25L,Sometimes,Yes_personal,Yes_manageable,0,1,1,1,1,1,0,0,5,1,0,0,1,1,0,Better_support,Hidden_charges,No,No_bad_exp,4.0,Very_comfortable,Self_tutorial,5,T+3,2-2.5pct,5,4,3,4,3,4,Yes_intl_vendors,1L-5L,1500-3000,4,Excel,0,1,0,0,0,0,20+,3,GST_complex,Oct-Dec,No_change,Instant_2.5pct,Yes_need_float,1
R0464,P1_TechFounder,26-35,Metro,Consulting,3-7yr,25L-1Cr,Owner alone,<1week,Cash,>25L,Frequently,Yes_personal,Yes_severe,1,1,0,1,1,1,0,1,6,0,1,0,1,1,0,Lower_fee,Hidden_charges,No,No_bad_exp,4.0,Very_comfortable,Self_tutorial,5,T+3,1-1.5pct,5,3,4,3,2,4,Yes_intl_vendors,5L-15L,500-1500,3,Excel,0,1,0,0,1,0,6-20,3,Card_not_accepted,Oct-Dec,No_change,Instant_2.5pct,Probably_yes,2
R0465,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,1Cr-5Cr,CFO,<1week,UPI,5L-25L,Rarely,Yes_personal,Yes_severe,1,1,1,0,0,1,0,1,5,1,0,0,1,0,0,Better_integration,Hidden_charges,No,No_exp,4.0,Comfortable,Phone_agent,5,Next_day,<1pct,3,5,4,3,4,2,No_domestic,1L-5L,<500,3,CA_manages,1,1,0,0,0,0,20+,3,Cashflow_timing,No_pattern,No_change,Instant_2.5pct,Probably_yes,3
R0466,P1_TechFounder,36-45,Tier1,IT/Software,7+yr,1Cr-5Cr,With CA,2-4weeks,UPI,1L-5L,Rarely,Yes_personal,Yes_manageable,1,1,1,1,1,1,0,0,6,1,1,0,1,0,0,Better_integration,Data_security,Yes_minor,No_exp,5.0,Cautious,Phone_agent,5,Next_day,>2.5pct,4,3,5,4,4,4,Maybe_future,5L-15L,>3000,3,Busy_Marg,1,1,0,1,1,0,None,4,Manual_reconciliation,No_pattern,Yes_significant,Instant_2.5pct,No_only_situational,3
R0467,P1_TechFounder,36-45,Metro,IT/Software,1-3yr,25L-1Cr,With CA,<1week,Credit Card,5L-25L,Rarely,Yes_personal,No_stable,1,1,1,1,1,1,1,0,7,1,1,1,1,0,0,Bank_trust,Data_security,No,No_bad_exp,3.0,Comfortable,Self_tutorial,3,T+3,1.5-2pct,5,3,5,5,3,3,Yes_intl_vendors,5L-15L,500-1500,4,Tally,1,1,0,0,0,0,None,3,High_bank_charges,Jan-Mar,Yes_slightly,Instant_2.5pct,Probably_yes,1
R0468,P1_TechFounder,26-35,Metro,IT/Software,3-7yr,1Cr-5Cr,Owner alone,1-3months,NEFT/RTGS,5L-25L,Sometimes,No_no_need,No_stable,1,1,1,1,1,1,1,0,7,0,1,0,1,0,1,Bank_trust,Not_RBI_regulated,No,Yes_very_cautious,1.0,Cautious,CA_setup,2,T+3,1.5-2pct,5,4,4,4,3,2,No_domestic,5L-15L,500-1500,1,Zoho_QB,1,1,1,0,1,0,1-5,3,GST_complex,Jan-Mar,Yes_slightly,Instant_2.5pct,Maybe,2
R0469,P1_TechFounder,36-45,Metro,IT/Software,3-7yr,>5Cr,Board,<1week,Credit Card,5L-25L,Never,Yes_personal,Yes_manageable,1,1,1,1,1,1,1,0,7,0,1,0,1,0,0,Bank_trust,Data_security,No,No_bad_exp,1.0,Very_comfortable,WhatsApp_chat,5,Same_day,No_fee,3,5,4,3,4,5,No_domestic,5L-15L,500-1500,3,Excel,1,1,1,0,0,0,20+,2,Cashflow_timing,Jan-Mar,Yes_significant,Instant_2.5pct,Maybe,3
R0470,P1_TechFounder,36-45,Tier1,IT/Software,1-3yr,1Cr-5Cr,Owner alone,1-3months,UPI,1L-5L,Sometimes,Yes_personal,Yes_manageable,1,1,0,1,1,1,0,1,6,0,0,0,1,1,0,Better_integration,Data_security,No,Yes_open,5.0,Comfortable,WhatsApp_chat,5,Lowest_fee,2-2.5pct,3,4,4,5,3,3,No_domestic,1L-5L,500-1500,4,Tally,1,1,1,1,0,0,6-20,4,Manual_reconciliation,No_pattern,Yes_slightly,Instant_2.5pct,Yes_need_float,2
R0471,P1_TechFounder,18-25,Tier1,IT/Software,3-7yr,25L-1Cr,Partner,<1week,UPI,5L-25L,Frequently,Yes_corporate,Ongoing,1,0,1,1,1,1,1,0,6,1,0,0,0,0,0,Bank_trust,Not_RBI_regulated,No,No_bad_exp,3.0,Comfortable,Phone_agent,4,Lowest_fee,>2.5pct,5,3,3,3,4,5,Yes_intl_vendors,>15L,1500-3000,3,Excel,1,1,1,1,1,0,6-20,4,Cashflow_timing,Jan-Mar,No_change,Instant_2.5pct,Yes_need_float,2
R0472,P1_TechFounder,36-45,Tier1,IT/Software,1-3yr,1Cr-5Cr,Owner alone,<1week,UPI,5L-25L,Never,Yes_corporate,No_stable,0,1,1,0,0,1,1,1,5,1,0,0,1,0,0,Lower_fee,Hidden_charges,No,No_bad_exp,3.0,Very_comfortable,Phone_agent,5,Next_day,>2.5pct,4,4,4,5,4,3,Maybe_future,5L-15L,1500-3000,5,Excel,1,1,0,1,0,0,6-20,4,Manual_reconciliation,Oct-Dec,Yes_slightly,Classic_1pct,Maybe,2
R0473,P1_TechFounder,36-45,Metro,IT/Software,1-3yr,>5Cr,Owner alone,<1week,UPI,1L-5L,Sometimes,Yes_corporate,No_stable,1,1,1,0,1,0,0,0,4,0,1,0,1,0,0,All_in_one,Data_security,No,No_bad_exp,2.0,Cautious,Self_tutorial,5,Next_day,2-2.5pct,5,4,4,5,3,3,Not_applicable,5L-15L,1500-3000,2,Tally,0,1,1,1,0,0,6-20,4,GST_complex,No_pattern,Yes_slightly,Instant_2.5pct,Yes_need_float,3
R0474,P1_TechFounder,26-35,Metro,IT/Software,1-3yr,25L-1Cr,Partner,1-3months,UPI,5L-25L,Sometimes,Yes_personal,Ongoing,1,1,0,1,1,1,0,0,5,1,0,0,1,0,0,Better_integration,Hidden_charges,No,No_bad_exp,5.0,Comfortable,WhatsApp_chat,5,Same_day,2-2.5pct,4,3,3,4,3,4,No_domestic,1L-5L,500-1500,2,Zoho_QB,1,0,1,0,1,1,6-20,2,GST_complex,Consistent,Yes_slightly,Instant_2.5pct,Yes_need_float,3
